person_id,household_id,pernum,traveldate_start,traveldate_end,hh_is_complete,numdayscomplete,num_trips,surveyable,is_participant,proxy_parent,proxy,relationship,age,gender,sexuality,race_afam,race_aiak,race_asian,race_hapi,race_white,race_other,race_noanswer,race_other_specify,race_category,ethnicity_1,ethnicity_2,ethnicity_3,ethnicity_4,ethnicity_997,ethnicity_999,ethnicity_other,employment,workplace,jobs_count,commute_freq,work_mode,commute_dur,telecommute_freq,hours_work,office_available,industry,industry_other,commute_subsidy_1,commute_subsidy_2,commute_subsidy_3,commute_subsidy_4,commute_subsidy_5,commute_subsidy_6,commute_subsidy_7,commute_subsidy_996,commute_subsidy_998,commute_subsidy_use_1,commute_subsidy_use_2,commute_subsidy_use_3,commute_subsidy_use_4,commute_subsidy_use_5,commute_subsidy_use_6,commute_subsidy_use_7,commute_subsidy_use_996,work_in_region,work_rgcname,work_county,work_jurisdiction,work_tract20,education,adult_student,schooltype,school_mode_typical,school_freq,remote_class_freq,school_in_region,school_rgcname,school_county,school_jurisdiction,school_tract20,second_home,second_home_in_region,license,vehicleused,ev_typical_charge_1,ev_typical_charge_2,ev_typical_charge_3,ev_typical_charge_4,ev_typical_charge_5,ev_typical_charge_6,ev_typical_charge_997,share_1,share_2,share_3,share_4,share_5,share_996,transit_freq,transit_pass,tnc_freq,carshare_freq,bike_freq,walk_freq,disability_person,mobility_aides,person_pct_trips_flagged,num_no_flag_days,participate,survey_year,person_weight,ObjectId,GlobalID
1710011104,17100111,4,,,,,3,,,,Another person responded without the participant present (rSurvey only),Son or daughter (or child in-law),12-15 years,Male,,,,,,,,,,Child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,K-12 public school,,5 days per week,,,,King County,Seattle,53033003800,,,,,,,,,,,,,,,,,,"I do this, but not in the past 30 days",,,,,,,,,,,2017,93.5968560701901,15,3b242314-556f-47e3-b6ff-36df6eb70c18
1710013701,17100137,1,,,,,4,,,,Respondent answered themselves,Self,35-44 years,Female,,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,,White non-Hispanic,,,,,,,,"Employed part time (fewer than 35 hours/week, paid)",Usually the same location (outside home),1 job,3 days a week,"Walk, jog, or wheelchair",Between 5 and 10 years,Never,11–20 hours,,,,,,,,,,,,,,,,,,,,,,Seattle Downtown,King County,Seattle,53033009200,Vocational/technical training,"No, not a student",,,,,,,,N/A,,,,"Yes, has an intermediate or unrestricted license",Household vehicle 1,,,,,,,,,,,,,,2-4 days a week,,1-3 times in the past 30 days,I never do this,,,,,,,,2017,619.093906225272,16,14c83312-97df-4102-b192-76d270608bfa
1710014901,17100149,1,,,,,2,,,,Respondent answered themselves,Self,45-54 years,Male,,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,,AANHPI non-Hispanic,,,,,,,,"Employed full time (35+ hours/week, paid)",Usually the same location (outside home),1 job,3 days a week,Vanpool,Between 10 and 20 years,2 days a week,31-40 hours,,,,,,,,,,,,,,,,,,,,,,,Snohomish County,Bothell,53061051938,Associates degree,"No, not a student",,,,,,,,N/A,,,,"Yes, has an intermediate or unrestricted license",Household vehicle 2,,,,,,,,,,,,,,"I do this, but not in the past 30 days",,I never do this,I never do this,,,,,,,,2017,676.459708876618,17,b31dadf2-6735-4b9f-9c65-2e54690c051f
1710014902,17100149,2,,,,,2,,,,Respondent answered themselves,Spouse or partner,45-54 years,Female,,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,,AANHPI non-Hispanic,,,,,,,,"Employed full time (35+ hours/week, paid)",Usually the same location (outside home),1 job,5 days a week,Drive alone,Between 5 and 10 years,Never,31-40 hours,,,,,,,,,,,,,,,,,,,,,,Issaquah,King County,Issaquah,53033032219,Bachelor degree,"No, not a student",,,,,,,,N/A,,,,"Yes, has an intermediate or unrestricted license",Household vehicle 2,,,,,,,,,,,,,,I never do this,,I never do this,I never do this,,,,,,,,2017,676.459708876618,18,a32ca863-823e-4fbc-8772-9de8c38e8117
1710014903,17100149,3,,,,,2,,,,Another person responded without the participant present (rSurvey only),Son or daughter (or child in-law),16-17 years,Male,,,,,,,,,,Child,,,,,,,,,,0 jobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,K-12 public school,,5 days per week,,,,King County,Bellevue,53033023401,,,"No, does not have a license or permit",,,,,,,,,,,,,,,5 days a week,,"I do this, but not in the past 30 days","I do this, but not in the past 30 days",,,,,,,,2017,676.459708876618,19,5e844132-914a-48f8-9330-e42f89fc2cdf
1710014904,17100149,4,,,,,2,,,,Another person responded without the participant present (rSurvey only),Son or daughter (or child in-law),12-15 years,Male,,,,,,,,,,Child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,K-12 public school,,5 days per week,,,,King County,Bellevue,53033024800,,,,,,,,,,,,,,,,,,"I do this, but not in the past 30 days",,,,,,,,,,,2017,676.459708876618,20,cc7e3fa5-58d1-4ac1-b857-5731beffbf4c
1710017901,17100179,1,,,,,1,,,,Respondent answered themselves,Self,45-54 years,Female,,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,,White non-Hispanic,,,,,,,,"Employed full time (35+ hours/week, paid)",Usually the same location (outside home),1 job,2 days a week,Drive alone,Between 10 and 20 years,1 day a week,31-40 hours,,,,,,,,,,,,,,,,,,,,,,,King County,Seattle,53033008900,Graduate/post-graduate degree,"No, not a student",,,,,,,,N/A,,,,"Yes, has an intermediate or unrestricted license",Household vehicle 1,,,,,,,,,,,,,,I never do this,,I never do this,I never do this,,,,,,,,2017,15.1302641759065,21,fda75fd4-7fbf-4ec9-b2ac-1a57d0a79c4d
1710017902,17100179,2,,,,,1,,,,Another person responded with the participant present (rSurvey only),Spouse or partner,55-64 years,Male,,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,,White non-Hispanic,,,,,,,,"Employed full time (35+ hours/week, paid)",Usually the same location (outside home),1 job,5 days a week,Bicycle or e-bike,Between 10 and 20 years,Never,31-40 hours,,,,,,,,,,,,,,,,,,,,,,Seattle First Hill/Capitol Hill,King County,Seattle,53033008500,Graduate/post-graduate degree,"No, not a student",,,,,,,,N/A,,,,"Yes, has an intermediate or unrestricted license",None,,,,,,,,,,,,,,I never do this,,I never do this,I never do this,,,,,,,,2017,15.1302641759065,22,b7da1252-2d85-471a-9dc6-eae4d69f2c9b
1710017903,17100179,3,,,,,1,,,,Another person responded without the participant present (rSurvey only),Son or daughter (or child in-law),16-17 years,Female,,,,,,,,,,Child,,,,,,,,,,0 jobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,K-12 public school,,5 days per week,,,,King County,Seattle,53033002600,,,"Yes, has an intermediate or unrestricted license",Household vehicle 2,,,,,,,,,,,,,,2-4 days a week,,I never do this,I never do this,,,,,,,,2017,15.1302641759065,23,b709aae3-2de1-4593-8fff-4d3f17c3fcb4
1710020301,17100203,1,,,,,4,,,,Another person responded with the participant present (rSurvey only),Self,35-44 years,Female,,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,,AANHPI non-Hispanic,,,,,,,,Homemaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,Bachelor degree,"No, not a student",,,,,,,,N/A,,,,"Yes, has an intermediate or unrestricted license",Household vehicle 1,,,,,,,,,,,,,,I never do this,,I never do this,I never do this,,,,,,,,2017,64.8451280971335,24,cb9aef24-bc1f-45dc-8f15-3b8558846150
1710020302,17100203,2,,,,,2,,,,Respondent answered themselves,Spouse or partner,35-44 years,Male,,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,,AANHPI non-Hispanic,,,,,,,,"Employed full time (35+ hours/week, paid)",Usually the same location (outside home),1 job,5 days a week,Drive alone,Between 3 and 5 years,A few times per month,More than 50 hours,,,,,,,,,,,,,,,,,,,,,,,King County,Redmond,53033032330,Bachelor degree,"No, not a student",,,,,,,,N/A,,,,"Yes, has an intermediate or unrestricted license",Household vehicle 2,,,,,,,,,,,,,,I never do this,,I never do this,I never do this,,,,,,,,2017,64.8451280971335,25,e8fd4b81-aff0-4906-bf69-2860e3610d3d
1710020303,17100203,3,,,,,2,,,,Another person responded without the participant present (rSurvey only),Son or daughter (or child in-law),Under 5 years old,Male,,,,,,,,,,Child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,Preschool,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,64.8451280971335,26,294bf8d4-1401-46d4-b278-7f76705aa782
1710020304,17100203,4,,,,,4,,,,Another person responded without the participant present (rSurvey only),Son or daughter (or child in-law),Under 5 years old,Female,,,,,,,,,,Child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,None,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,64.8451280971335,27,c37485f3-2932-4762-bcc6-8931df1575d7
1710020801,17100208,1,,,,,10,,,,Respondent answered themselves,Self,25-34 years,Female,,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,,White non-Hispanic,,,,,,,,"Employed part time (fewer than 35 hours/week, paid)",Usually the same location (outside home),2 jobs,3 days a week,Drive alone,Between 2 and 3 years,A few times per month,21–30 hours,,,,,,,,,,,,,,,,,,,,,,,King County,Seattle,53033009300,Bachelor degree,"No, not a student",,,,,,,,N/A,,,,"Yes, has an intermediate or unrestricted license",Household vehicle 1,,,,,,,,,,,,,,1 day a week,,I never do this,I never do this,,,,,,,,2017,3804.60068505111,28,7db59163-7857-461f-8003-4b5f7ff0f783
1710020802,17100208,2,,,,,5,,,,Another person responded with the participant present (rSurvey only),Spouse or partner,45-54 years,Male,,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,,Hispanic,,,,,,,,Self-employed,Workplace regularly varies (different offices or jobsites),1 job,5 days a week,Drive alone,,Never,31-40 hours,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,Bachelor degree,"No, not a student",,,,,,,,N/A,,,,"Yes, has an intermediate or unrestricted license",Household vehicle 2,,,,,,,,,,,,,,1-3 times in the past 30 days,,I never do this,I never do this,,,,,,,,2017,3804.60068505111,29,eea91b64-e151-44f4-98e1-e34b91127c44
1710020803,17100208,3,,,,,2,,,,Another person responded without the participant present (rSurvey only),Son or daughter (or child in-law),12-15 years,Female,,,,,,,,,,Child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,K-12 public school,,5 days per week,,,,King County,Seattle,53033010001,,,,,,,,,,,,,,,,,,2-4 days a week,,,,,,,,,,,2017,3804.60068505111,30,c047c6d7-d085-44f3-9138-053a837d85c3
1710022101,17100221,1,,,,,3,,,,Respondent answered themselves,Self,35-44 years,Male,,Not Selected,Not Selected,Selected,Not Selected,Selected,Selected,Not Selected,,Two or More Races non-Hispanic,,,,,,,,"Employed full time (35+ hours/week, paid)",At home (telecommute or self-employed with home office),1 job,,,,,31-40 hours,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,Vocational/technical training,"No, not a student",,,,,,,,N/A,,,,"Yes, has an intermediate or unrestricted license",,,,,,,,,,,,,,,1-3 times in the past 30 days,,1-3 times in the past 30 days,I never do this,,,,,,,,2017,45.1553191221434,31,6b790141-3bbf-4c52-bfb6-0c39ecf5647d
1710023101,17100231,1,,,,,3,,,,Respondent answered themselves,Self,65-74 years,Male,,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,,White non-Hispanic,,,,,,,,Unpaid volunteer or intern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,Graduate/post-graduate degree,"No, not a student",,,,,,,,N/A,,,,"Yes, has an intermediate or unrestricted license",Household vehicle 1,,,,,,,,,,,,,,I never do this,,I never do this,I never do this,,,,,,,,2017,11.7029388833707,32,908e3c5f-af6c-46e3-a6bb-f5598cb88517
1710023102,17100231,2,,,,,5,,,,Another person responded without the participant present (rSurvey only),Spouse or partner,65-74 years,Female,,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,,White non-Hispanic,,,,,,,,Unpaid volunteer or intern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,Bachelor degree,"No, not a student",,,,,,,,N/A,,,,"Yes, has an intermediate or unrestricted license",Household vehicle 2,,,,,,,,,,,,,,I never do this,,I never do this,I never do this,,,,,,,,2017,11.7029388833707,33,9242ae3c-9f8e-4ca5-aa12-1d230e75a04a
1710023301,17100233,1,,,,,16,,,,Respondent answered themselves,Self,65-74 years,Male,,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,,Missing/No response,,,,,,,,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,Bachelor degree,"No, not a student",,,,,,,,N/A,,,,"Yes, has an intermediate or unrestricted license",Household vehicle 2,,,,,,,,,,,,,,"I do this, but not in the past 30 days",,I never do this,I never do this,,,,,,,,2017,667.426434620024,34,10b2f4ab-3da4-4f83-9e3f-65a3730010a0
1710023302,17100233,2,,,,,5,,,,Another person responded with the participant present (rSurvey only),Spouse or partner,55-64 years,Female,,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,,Missing/No response,,,,,,,,"Employed full time (35+ hours/week, paid)",Usually the same location (outside home),1 job,4 days a week,"Commuter rail (Sounder, Amtrak)",Between 10 and 20 years,Never,41–50 hours,,,,,,,,,,,,,,,,,,,,,,Seattle Downtown,King County,Seattle,53033008102,Graduate/post-graduate degree,"No, not a student",,,,,,,,N/A,,,,"Yes, has an intermediate or unrestricted license",Household vehicle 1,,,,,,,,,,,,,,2-4 days a week,,I never do this,I never do this,,,,,,,,2017,667.426434620024,35,168c6603-01f2-4aa7-9785-ae3f7875cd37
1710023801,17100238,1,,,,,3,,,,Respondent answered themselves,Self,75-84 years,Male,,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,,White non-Hispanic,,,,,,,,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,Bachelor degree,"No, not a student",,,,,,,,N/A,,,,"Yes, has an intermediate or unrestricted license",Household vehicle 2,,,,,,,,,,,,,,2-4 days a week,,I never do this,I never do this,,,,,,,,2017,253.898824494761,36,c96b7183-e27f-435e-8c30-ce05e7b785be
1710023802,17100238,2,,,,,3,,,,Another person responded without the participant present (rSurvey only),Spouse or partner,65-74 years,Female,,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,,White non-Hispanic,,,,,,,,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,Bachelor degree,"No, not a student",,,,,,,,N/A,,,,"Yes, has an intermediate or unrestricted license",Household vehicle 2,,,,,,,,,,,,,,I never do this,,I never do this,I never do this,,,,,,,,2017,253.898824494761,37,7c5ee08a-c129-4b4d-99cc-f6e753945a7d
1710024801,17100248,1,,,,,42,,,No,Respondent answered themselves,Self,35-44 years,Male,,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,,White non-Hispanic,,,,,,,,"Employed full time (35+ hours/week, paid)",Usually the same location (outside home),1 job,5 days a week,Bus (public transit),Less than a year,Less than monthly,31-40 hours,,,,,,,,,,,,,,,,,,,,,,,King County,Seattle,53033005401,Bachelor degree,"No, not a student",,,,,,,,N/A,,,,"Yes, has an intermediate or unrestricted license",,,,,,,,,,,,,,,5 days a week,,1 day a week,1 day a week,,,,,,,,2017,27.6174344267102,38,53f529ff-5f74-47c3-b681-440df995e3ca
1710025501,17100255,1,,,,,10,,,,Respondent answered themselves,Self,25-34 years,Female,,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,,White non-Hispanic,,,,,,,,"Employed full time (35+ hours/week, paid)",Workplace regularly varies (different offices or jobsites),1 job,5 days a week,Bus (public transit),,Less than monthly,41–50 hours,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,Bachelor degree,"No, not a student",,,,,,,,N/A,,,,"Yes, has an intermediate or unrestricted license",Household vehicle 1,,,,,,,,,,,,,,2-4 days a week,,"I do this, but not in the past 30 days",I never do this,,,,,,,,2017,4.11105698067957,39,1a3aa6f5-c1d9-455e-bf74-1189550a83bf
1710028001,17100280,1,,,,,4,,,,Respondent answered themselves,Self,35-44 years,Female,,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,,White non-Hispanic,,,,,,,,Not currently employed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,Bachelor degree,"No, not a student",,,,,,,,N/A,,,,"Yes, has an intermediate or unrestricted license",,,,,,,,,,,,,,,5 days a week,,I never do this,"I do this, but not in the past 30 days",,,,,,,,2017,49.2410625050727,40,daa799d8-ba08-4aa2-a90a-117a92263f31
